budget,production,country_kaggle,director,genre_kaggle,gross,name,rating,released,runtime,score_imdb,star_kaggle,votes_imdb,writer_kaggle,year,genres_omdb,writers_omdb,actors_omdb,plot,language_omdb,country_omdb,awards,poster,score_metacritic,type
0.0,Tre V�nner Produktion AB,Sweden,Daniel Espinosa,Action,188870.0,Easy Money,R,2010-01-15,124,6.7,Joel Kinnaman,14513,Daniel Espinosa,2010,,,,,,,,,,
4000000.0,The Weinstein Company,USA,Abe Sylvia,Comedy,53630.0,Dirty Girl,R,2011-07-07,90,6.5,Juno Temple,9432,Abe Sylvia,2010,,,,,,,,,,
12500000.0,Omega Entertainment,USA,Tony Goldwyn,Biography,6783129.0,Conviction,R,2010-11-05,107,7.2,Hilary Swank,37145,Pamela Gray,2010,,,,,,,,,,
0.0,Globo Filmes,Brazil,Jos� Padilha,Action,100119.0,Elite Squad: The Enemy Within,UNRATED,2010-10-08,115,8.1,Wagner Moura,70700,Br�ulio Mantovani,2010,,,,,,,,,,
25000000.0,GK Films,USA,William Monahan,Crime,6911.0,London Boulevard,R,2010-11-26,103,6.2,Colin Farrell,42460,William Monahan,2010,,,,,,,,,,
25000000.0,"American Film Company, The",USA,Robert Redford,Crime,11538204.0,The Conspirator,PG-13,2011-04-15,122,6.9,Robin Wright,25030,James D. Solomon,2010,,,,,,,,,,
0.0,Catfish Productions,USA,James Keach,Comedy,25517.0,Waiting for Forever,PG-13,2011-02-04,100,6.0,Rachel Bilson,18609,Steve Adams,2010,,,,,,,,,,
20000000.0,Miramax,USA,Julie Taymor,Comedy,277943.0,The Tempest,PG-13,2011-01-07,110,5.4,Helen Mirren,6589,Julie Taymor,2010,,,,,,,,,,
7000000.0,Scott Free Productions,USA,Jay Duplass,Comedy,7455447.0,Cyrus,R,2010-07-16,91,6.3,John C. Reilly,31320,Mark Duplass,2010,,,,,,,,,,
80000000.0,Warner Bros.,USA,Eric Brevig,Animation,100246011.0,Yogi Bear,PG,2010-12-17,100,4.6,Dan Aykroyd,17533,J.R. Ventimilia,2010,,,,,,,,,,
15000000.0,Screen Gems,USA,Shana Feste,Drama,20218921.0,Country Strong,PG-13,2011-01-07,117,6.3,Garrett Hedlund,15478,Shana Feste,2010,,,,,,,,,,
0.0,Baby Cow Productions,UK,Michael Winterbottom,Comedy,2014922.0,The Trip,NOT RATED,2011-04-24,112,7.0,Steve Coogan,18884,Baby Cow Productions,2010,,,,,,,,,,
500000.0,Stacey Testro International,USA,Nick Tomnay,Comedy,48430.0,The Perfect Host,R,2011-05-07,100,6.8,David Hyde Pierce,21832,Nick Tomnay,2010,,,,,,,,,,
0.0,Chromewood Productions,Canada,Panos Cosmatos,Sci-Fi,56129.0,Beyond the Black Rainbow,R,2011-04-22,110,6.0,Eva Bourne,7662,Panos Cosmatos,2010,,,,,,,,,,
10000000.0,Ealing Studios,UK,John Landis,Comedy,4833.0,Burke and Hare,R,2011-09-09,91,6.2,Bill Bailey,17228,Piers Ashworth,2010,,,,,,,,,,
0.0,Evenstar Films,USA,Kelly Reichardt,Drama,977600.0,Meek's Cutoff,PG,2011-04-15,104,6.6,Michelle Williams,9252,Jonathan Raymond,2010,,,,,,,,,,
0.0,Desperate Pictures,USA,Gregg Araki,Comedy,116478.0,Kaboom,UNRATED,2010-10-06,86,5.7,Thomas Dekker,11100,Gregg Araki,2010,,,,,,,,,,
0.0,Danmarks Radio (DR),Denmark,Susanne Bier,Drama,1008098.0,In a Better World,R,2011-12-22,100,7.7,Mikael Persbrandt,34566,Anders Thomas Jensen,2010,,,,,,,,,,
25000000.0,Aramid Entertainment Fund,USA,Taylor Hackford,Biography,134904.0,Love Ranch,R,2011-01-06,100,5.7,Helen Mirren,2558,Mark Jacobson,2010,,,,,,,,,,
7200000.0,Audley Films,UK,Nigel Cole,Biography,1094798.0,Made in Dagenham,R,2011-06-03,113,7.2,Sally Hawkins,11904,William Ivory,2010,,,,,,,,,,
4500000.0,10th Hole Productions,USA,Galt Niederhoffer,Comedy,103280.0,The Romantics,PG-13,2010-05-26,100,5.1,Katie Holmes,10547,Galt Niederhoffer,2010,,,,,,,,,,
0.0,Gaumont,USA,Joel Schumacher,Action,181591.0,Twelve,R,2010-08-06,100,5.7,Chace Crawford,11139,Jordan Melamed,2010,,,,,,,,,,
0.0,Tornasol Films,Spain,�lex de la Iglesia,Comedy,40029.0,The Last Circus,R,2010-12-17,107,6.6,Carlos Areces,11108,�lex de la Iglesia,2010,,,,,,,,,,
5000000.0,Temple Hill Entertainment,USA,Dan Rush,Comedy,2711210.0,Everything Must Go,R,2011-10-14,97,6.4,Will Ferrell,43290,Dan Rush,2010,,,,,,,,,,
45000000.0,Rogue,New Zealand,Sngmoo Lee,Action,5664251.0,The Warrior's Way,R,2010-12-03,100,6.3,Dong-gun Jang,23178,Sngmoo Lee,2010,,,,,,,,,,
25000000.0,Rogue,USA,Wes Craven,Horror,14637490.0,My Soul to Take,R,2010-10-08,100,4.8,Max Thieriot,17312,Wes Craven,2010,,,,,,,,,,
31000000.0,CBS Films,USA,Tom Vaughan,Drama,11854694.0,Extraordinary Measures,PG,2010-01-22,106,6.5,Brendan Fraser,14980,Robert Nelson Jacobs,2010,,,,,,,,,,
0.0,Lionsgate,USA,Tyler Perry,Drama,37721949.0,For Colored Girls,R,2010-11-05,100,6.0,Janet Jackson,6359,Tyler Perry,2010,,,,,,,,,,
800000.0,ArieScope Pictures,USA,Adam Green,Comedy,62000.0,Hatchet II,R,2010-11,85,5.5,Danielle Harris,10103,Adam Green,2010,,,,,,,,,,
50000000.0,Twentieth Century Fox Film Corporation,USA,Tom Dey,Comedy,33644788.0,Marmaduke,PG,2010-06-04,100,4.2,Owen Wilson,12104,Tim Rasmussen,2010,,,,,,,,,,
0.0,Quad Productions,France,Pascal Chaumeil,Comedy,504030.0,Heartbreaker,NOT RATED,2011-10-21,105,6.8,Romain Duris,22456,Laurent Zeitoun,2010,,,,,,,,,,
0.0,Paper Street Films,USA,Josh Radnor,Comedy,215576.0,Happythankyoumoreplease,R,2011-03-03,100,6.8,Josh Radnor,27342,Josh Radnor,2010,,,,,,,,,,
0.0,Haos Film,Greece,Athina Rachel Tsangari,Drama,23787.0,La vida seg�n Attenberg,NOT RATED,2011-09-30,97,6.2,Ariane Labed,4798,Athina Rachel Tsangari,2010,,,,,,,,,,
0.0,Secret Handshake Entertainment,USA,Michael J. Weithorn,Comedy,85789.0,A Little Help,R,2011-07-22,100,5.7,Jenna Fischer,2787,Michael J. Weithorn,2010,,,,,,,,,,
0.0,AXN,Spain,Ic�ar Bolla�n,Drama,558342.0,Even the Rain,UNRATED,2011-01-05,103,7.5,Gael Garc�a Bernal,10681,Paul Laverty,2010,,,,,,,,,,
0.0,Hughes House Film,Australia,Patrick Hughes,Thriller,20960.0,Red Hill,R,2010-11-05,95,6.4,Ryan Kwanten,7518,Patrick Hughes,2010,,,,,,,,,,
0.0,Sidus FNH-Benex Cinema Fund 1,South Korea,Sang-soo Im,Drama,149757.0,The Housemaid,NOT RATED,2011-01-26,106,6.5,Do-yeon Jeon,7482,Ki-young Kim,2010,,,,,,,,,,
20000000.0,Hyde Park Films,USA,Kevin Munroe,Action,1183354.0,Dylan Dog: Dead of Night,PG-13,2011-04-29,100,5.1,Brandon Routh,13559,Thomas Dean Donnelly,2010,,,,,,,,,,
0.0,MK2 Productions,France,Abbas Kiarostami,Drama,1337384.0,Certified Copy,NOT RATED,2011-03-25,106,7.3,Juliette Binoche,16271,Caroline Eliacheff,2010,,,,,,,,,,
15000000.0,An Olive Branch Productions,Canada,George Hickenlooper,Biography,1039869.0,Casino Jack,R,2011-01-07,108,6.2,Kevin Spacey,15443,Norman Snider,2010,,,,,,,,,,
0.0,Bollywood Hollywood Production,India,Anurag Basu,Action,1602466.0,Kites: M�s all� de las fronteras,NOT RATED,2010-05-21,123,6.1,Kangana Ranaut,10542,Anurag Basu,2010,,,,,,,,,,
0.0,Hugo Productions,France,Gilles Paquet-Brenner,Drama,7691700.0,La llave de Sarah,PG-13,2011-07-22,102,7.5,Kristin Scott Thomas,13938,Tatiana De Rosnay,2010,,,,,,,,,,
12000000.0,Company Films,USA,Malcolm Venville,Comedy,101882.0,Henry's Crime,R,2011-01-14,108,6.0,Keanu Reeves,16513,Sacha Gervasi,2010,,,,,,,,,,
0.0,Samuel Goldwyn Films,UK,Jake Scott,Drama,152857.0,Welcome to the Rileys,R,2011-11-18,100,7.0,James Gandolfini,21126,Ken Hixon,2010,,,,,,,,,,
0.0,Access Motion Pictures,Canada,Geoffrey Sax,Biography,693181.0,Frankie & Alice,R,2014-08-12,100,6.5,Halle Berry,4201,Cheryl Edwards,2010,,,,,,,,,,
0.0,Asmik Ace Entertainment,Japan,Tran Anh Hung,Drama,13068.0,Norwegian Wood,NOT RATED,2010-12-11,133,6.4,Ken'ichi Matsuyama,9497,Haruki Murakami,2010,,,,,,,,,,
85000000.0,CD2 Films,USA,Brad Peyton,Action,43585753.0,Cats & Dogs: The Revenge of Kitty Galore,PG,2010-07-30,100,4.3,Bette Midler,11161,Ron J. Friedman,2010,,,,,,,,,,
35000000.0,Summit Entertainment,USA,Roger Kumble,Comedy,17596256.0,Furry Vengeance,PG,2010-04-30,100,3.8,Brendan Fraser,13245,Michael Carnes,2010,,,,,,,,,,
0.0,Kick the Machine,Thailand,Apichatpong Weerasethakul,Comedy,183605.0,Uncle Boonmee Who Can Recall His Past Lives,NOT RATED,2011-03-04,114,6.6,Thanapat Saisaymar,10329,Phra Sripariyattiweti,2010,,,,,,,,,,
0.0,Prime Focus,India,Sanjay Leela Bhansali,Comedy,1017335.0,Guzaarish,Not specified,2010-11-19,126,7.5,Hrithik Roshan,13312,Sanjay Leela Bhansali,2010,,,,,,,,,,
0.0,Thin Man Films,UK,Mike Leigh,Comedy,3205706.0,Another Year,PG-13,2011-02-04,129,7.3,Jim Broadbent,24862,Mike Leigh,2010,,,,,,,,,,
10000000.0,Herrick Entertainment,USA,Brad Anderson,Horror,22197.0,Vanishing on 7th Street,R,2011-02-05,92,4.9,Hayden Christensen,22864,Anthony Jaswinski,2010,,,,,,,,,,
65000.0,Tiny Ponies,USA,Lena Dunham,Comedy,389804.0,Tiny Furniture,NOT RATED,2012-03-30,98,6.2,Lena Dunham,12702,Lena Dunham,2010,,,,,,,,,,
20000000.0,Lions Gate Family Entertainment,USA,Anthony Bell,Animation,25077977.0,Alpha and Omega,PG,2010-09-17,90,5.3,Hayden Panettiere,11636,Chris Denk,2010,,,,,,,,,,
125000000.0,Warner Bros.,USA,David Yates,Adventure,381011219.0,Harry Potter and the Deathly Hallows: Part 2,PG-13,2011-07-15,130,8.1,Daniel Radcliffe,608969,Steve Kloves,2011,,,,,,,,,,
163000000.0,Universal Pictures,USA,Jon Favreau,Action,100240551.0,Cowboys & Aliens,PG-13,2011-07-29,119,6.0,Daniel Craig,182868,Roberto Orci,2011,,,,,,,,,,
250000000.0,Walt Disney Pictures,USA,Rob Marshall,Action,241071802.0,Pirates of the Caribbean: On Stranger Tides,PG-13,2011-05-20,100,6.6,Johnny Depp,408968,Ted Elliott,2011,,,,,,,,,,
15000000.0,FilmDistrict,USA,Nicolas Winding Refn,Crime,35060689.0,Drive,R,2011-09-16,100,7.8,Ryan Gosling,472901,Hossein Amini,2011,,,,,,,,,,
25000000.0,DreamWorks,USA,Tate Taylor,Drama,169708112.0,The Help,PG-13,2011-08-10,146,8.1,Emma Stone,351321,Tate Taylor,2011,,,,,,,,,,
50000000.0,Carousel Productions (II),USA,Glenn Ficarra,Comedy,84351197.0,"Crazy, Stupid, Love.",PG-13,2011-07-29,100,7.4,Steve Carell,404694,Dan Fogelman,2011,,,,,,,,,,
90000000.0,Columbia Pictures,USA,David Fincher,Crime,102515793.0,The Girl with the Dragon Tattoo,R,2011-12-21,158,7.8,Daniel Craig,356094,Steven Zaillian,2011,,,,,,,,,,
0.0,StudioCanal,France,Tomas Alfredson,Drama,24149393.0,El esp�a que sab�a demasiado,R,2012-01-06,122,7.1,Gary Oldman,160451,Bridget O'Connor,2011,,,,,,,,,,
32500000.0,Universal Pictures,USA,Paul Feig,Comedy,169106725.0,Bridesmaids,R,2011-05-13,125,6.8,Kristen Wiig,232190,Kristen Wiig,2011,,,,,,,,,,
82000000.0,Warner Bros.,USA,Zack Snyder,Action,36392502.0,Sucker Punch,PG-13,2011-03-25,110,6.1,Emily Browning,207858,Zack Snyder,2011,,,,,,,,,,
150000000.0,Paramount Pictures,USA,Kenneth Branagh,Action,181030624.0,Thor,PG-13,2011-05-06,115,7.0,Chris Hemsworth,585830,Ashley Miller,2011,,,,,,,,,,
0.0,Quad Productions,France,Olivier Nakache,Biography,13182281.0,The Intouchables,R,2012-08-24,112,8.6,Fran�ois Cluzet,579143,Olivier Nakache,2011,,,,,,,,,,
140000000.0,Paramount Pictures,USA,Joe Johnston,Action,176654505.0,Captain America: The First Avenger,PG-13,2011-07-22,124,6.9,Chris Evans,563504,Christopher Markus,2011,,,,,,,,,,
25000000.0,Lionsgate,USA,Gavin O'Connor,Drama,13657115.0,Warrior,PG-13,2011-09-09,140,8.2,Tom Hardy,365224,Gavin O'Connor,2011,,,,,,,,,,
160000000.0,Twentieth Century Fox Film Corporation,USA,Matthew Vaughn,Action,146408305.0,X-Men: First Class,PG-13,2011-06-03,132,7.8,James McAvoy,561501,Ashley Miller,2011,,,,,,,,,,
200000000.0,Warner Bros.,USA,Martin Campbell,Action,116601172.0,Green Lantern,PG-13,2011-06-17,114,5.6,Ryan Reynolds,235591,Greg Berlanti,2011,,,,,,,,,,
27000000.0,Relativity Media,USA,Neil Burger,Mystery,79249455.0,Limitless,PG-13,2011-03-18,105,7.4,Bradley Cooper,454361,Leslie Dixon,2011,,,,,,,,,,
75000000.0,Relativity Media,USA,Tarsem Singh,Action,83504017.0,Immortals,R,2011-11-11,110,6.0,Henry Cavill,144952,Charley Parlapanides,2011,,,,,,,,,,
50000000.0,Paramount Pictures,USA,J.J. Abrams,Mystery,127004179.0,Super 8,PG-13,2011-06-10,112,7.0,Elle Fanning,303656,J.J. Abrams,2011,,,,,,,,,,
93000000.0,Twentieth Century Fox Film Corporation,USA,Rupert Wyatt,Action,176760185.0,Rise of the Planet of the Apes,PG-13,2011-08-05,105,7.6,James Franco,439105,Rick Jaffa,2011,,,,,,,,,,
60000000.0,Screen Gems,USA,Scott Stewart,Action,29136626.0,Priest,PG-13,2011-05-13,87,5.7,Paul Bettany,102144,Cory Goodman,2011,,,,,,,,,,
195000000.0,Paramount Pictures,USA,Michael Bay,Action,352390543.0,Transformers: Dark of the Moon,PG-13,2011-06-29,154,6.3,Shia LaBeouf,345669,Ehren Kruger,2011,,,,,,,,,,
40000000.0,Regency Enterprises,USA,Andrew Niccol,Action,37520095.0,In Time,PG-13,2011-10-28,109,6.7,Justin Timberlake,324606,Andrew Niccol,2011,,,,,,,,,,
50000000.0,Twentieth Century Fox Film Corporation,USA,Cameron Crowe,Comedy,75624550.0,We Bought a Zoo,PG,2011-12-23,124,7.1,Matt Damon,118916,Aline Brosh McKenna,2011,,,,,,,,,,
17000000.0,Mediapro,Spain,Woody Allen,Comedy,56816662.0,Midnight in Paris,PG-13,2011-06-10,100,7.7,Owen Wilson,327869,Woody Allen,2011,,,,,,,,,,
32000000.0,Summit Entertainment,USA,Duncan Jones,Mystery,54712227.0,Source Code,PG-13,2011-04-01,93,7.5,Jake Gyllenhaal,414859,Ben Ripley,2011,,,,,,,,,,
145000000.0,Paramount Pictures,USA,Brad Bird,Action,209397903.0,Mission: Impossible - Ghost Protocol,PG-13,2011-12-21,132,7.4,Tom Cruise,388730,Bruce Geller,2011,,,,,,,,,,
80000000.0,Columbia Pictures,USA,Dennis Dugan,Comedy,103028109.0,Just Go with It,PG-13,2011-02-11,117,6.4,Adam Sandler,185840,Allan Loeb,2011,,,,,,,,,,
40000000.0,Lionsgate,USA,Brad Furman,Crime,58009200.0,The Lincoln Lawyer,R,2011-03-18,118,7.3,Matthew McConaughey,184728,John Romano,2011,,,,,,,,,,
35000000.0,New Line Cinema,USA,Seth Gordon,Comedy,117538559.0,Horrible Bosses,R,2011-07-08,106,6.9,Jason Bateman,375032,Michael Markowitz,2011,,,,,,,,,,
60000000.0,DreamWorks,USA,D.J. Caruso,Action,55100437.0,I Am Number Four,PG-13,2011-02-18,109,6.1,Alex Pettyfer,205616,Alfred Gough,2011,,,,,,,,,,
6500000.0,See-Saw Films,UK,Steve McQueen,Drama,4000304.0,Shame,NC-17,2012-03-16,101,7.2,Michael Fassbender,158515,Steve McQueen,2011,,,,,,,,,,
40000000.0,Dimension Films,USA,Wes Craven,Horror,38180928.0,Scream 4,R,2011-04-15,111,6.2,Neve Campbell,110371,Kevin Williamson,2011,,,,,,,,,,
35000000.0,Screen Gems,USA,Will Gluck,Comedy,55802754.0,Friends with Benefits,R,2011-07-22,109,6.6,Mila Kunis,292555,Keith Merryman,2011,,,,,,,,,,
20000000.0,Columbia Pictures,USA,Jake Kasdan,Comedy,100292856.0,Bad Teacher,R,2011-06-24,92,5.7,Cameron Diaz,169725,Gene Stupnitsky,2011,,,,,,,,,,
150000000.0,Paramount Pictures,USA,Martin Scorsese,Adventure,73864507.0,Hugo,PG,2011-11-23,126,7.5,Asa Butterfield,264187,John Logan,2011,,,,,,,,,,
1000000.0,Snoot Entertainment,USA,Adam Wingard,Horror,18474268.0,You're Next,R,2013-08-23,95,6.5,Sharni Vinson,70259,Simon Barrett,2011,,,,,,,,,,
50000000.0,Columbia Pictures,USA,Bennett Miller,Biography,75605492.0,Moneyball,PG-13,2011-09-23,133,7.6,Brad Pitt,302465,Steven Zaillian,2011,,,,,,,,,,
15000000.0,Focus Features,USA,Lone Scherfig,Drama,13843771.0,One Day,PG-13,2011-08-19,107,7.0,Anne Hathaway,116446,David Nicholls,2011,,,,,,,,,,
0.0,No Trace Camping,USA,Michael Dowse,Comedy,4168144.0,Goon,R,2012-02-24,92,6.8,Seann William Scott,75386,Jay Baruchel,2011,,,,,,,,,,
25000000.0,Paramount Pictures,USA,Ivan Reitman,Comedy,70662220.0,No Strings Attached,R,2011-01-21,108,6.2,Natalie Portman,181844,Elizabeth Meriwether,2011,,,,,,,,,,
110000000.0,Summit Entertainment,USA,Bill Condon,Adventure,281287133.0,The Twilight Saga: Breaking Dawn - Part 1,PG-13,2011-11-18,117,4.9,Kristen Stewart,193280,Melissa Rosenberg,2011,,,,,,,,,,
7000000.0,BBC Films,UK,Lynne Ramsay,Drama,1738692.0,We Need to Talk About Kevin,R,2012-01-13,112,7.5,Tilda Swinton,108592,Lynne Ramsay,2011,,,,,,,,,,
125000000.0,Warner Bros.,USA,Guy Ritchie,Action,186848418.0,Sherlock Holmes: A Game of Shadows,PG-13,2011-12-16,129,7.5,Robert Downey Jr.,365008,Michele Mulroney,2011,,,,,,,,,,
7400000.0,Zentropa Entertainments,Denmark,Lars von Trier,Drama,3029870.0,Melancol�a,R,2012-07-27,135,7.1,Kirsten Dunst,140218,Lars von Trier,2011,,,,,,,,,,
125000000.0,Universal Pictures,USA,Justin Lin,Action,209837675.0,Fast Five,PG-13,2011-04-29,130,7.3,Vin Diesel,307369,Chris Morgan,2011,,,,,,,,,,
30000000.0,Focus Features,USA,Joe Wright,Action,40259119.0,Hanna,PG-13,2011-04-08,111,6.8,Saoirse Ronan,166517,Seth Lochhead,2011,,,,,,,,,,
50200000.0,Universal Pictures,USA,George Nolfi,Romance,62495645.0,The Adjustment Bureau,PG-13,2011-03-04,106,7.1,Matt Damon,211918,George Nolfi,2011,,,,,,,,,,
13000000.0,Blue Haze Entertainment,Spain,Pedro Almod�var,Drama,3185812.0,La piel que habito,R,2011-12-02,120,7.6,Antonio Banderas,112125,Thierry Jonquet,2011,,,,,,,,,,
25000000.0,Open Road Films (II),USA,Joe Carnahan,Action,51580136.0,The Grey,R,2012-01-27,117,6.8,Liam Neeson,214403,Joe Carnahan,2011,,,,,,,,,,
110000000.0,DreamWorks,USA,Shawn Levy,Action,85468508.0,Real Steel,PG-13,2011-10-07,127,7.1,Hugh Jackman,268336,John Gatins,2011,,,,,,,,,,
135000000.0,Paramount Pictures,USA,Gore Verbinski,Animation,123477607.0,Rango,PG,2011-03-04,107,7.2,Johnny Depp,198267,John Logan,2011,,,,,,,,,,
6000000.0,Code Red,USA,Lance Daly,Drama,4106.0,The Good Doctor,PG-13,2012-08-31,91,5.6,Orlando Bloom,5532,John Enbom,2011,,,,,,,,,,
38000000.0,Morgan Creek Productions,USA,Matthijs van Heijningen Jr.,Horror,16928670.0,The Thing,R,2011-10-14,103,6.2,Mary Elizabeth Winstead,102345,Eric Heisserer,2011,,,,,,,,,,
90000000.0,Millennium Films,USA,Marcus Nispel,Action,21295021.0,Conan the Barbarian,R,2011-08-19,113,5.2,Jason Momoa,85864,Thomas Dean Donnelly,2011,,,,,,,,,,
32000000.0,Cottonwood Pictures,USA,Terrence Malick,Drama,13303319.0,The Tree of Life,PG-13,2011-10-21,139,6.8,Brad Pitt,146243,Terrence Malick,2011,,,,,,,,,,
20000000.0,Fox Searchlight Pictures,USA,Alexander Payne,Comedy,82584160.0,The Descendants,R,2011-12-09,115,7.3,George Clooney,213733,Alexander Payne,2011,,,,,,,,,,
40000000.0,Universal Pictures,USA,Greg Mottola,Adventure,37412945.0,Paul,R,2011-03-18,104,7.0,Simon Pegg,205426,Simon Pegg,2011,,,,,,,,,,
52000000.0,Universal Pictures,USA,David Dobkin,Comedy,37081475.0,The Change-Up,R,2011-08-05,112,6.3,Jason Bateman,144130,Jon Lucas,2011,,,,,,,,,,
60000000.0,Warner Bros.,USA,Steven Soderbergh,Drama,75658097.0,Contagion,PG-13,2011-09-09,106,6.6,Matt Damon,189798,Scott Z. Burns,2011,,,,,,,,,,
500000.0,Asghar Farhadi Productions,Iran,Asghar Farhadi,Drama,7098492.0,A Separation,PG-13,2012-04-20,123,8.4,Payman Maadi,170427,Asghar Farhadi,2011,,,,,,,,,,
24000000.0,Paramount Pictures,USA,Craig Brewer,Comedy,51802742.0,Footloose,PG-13,2011-10-14,113,5.9,Kenny Wormald,40132,Dean Pitchford,2011,,,,,,,,,,
35000000.0,Lionsgate,USA,John Singleton,Action,28087155.0,Abduction,PG-13,2011-09-23,106,5.1,Taylor Lautner,68380,Shawn Christensen,2011,,,,,,,,,,
11000000.0,Voltage Pictures,USA,William Friedkin,Crime,1987762.0,Killer Joe,R,2012-06-29,102,6.7,Matthew McConaughey,63334,Tracy Letts,2011,,,,,,,,,,
18000000.0,Enticing Entertainment,USA,Sean McNamara,Biography,43853424.0,Soul Surfer,PG,2011-04-08,112,7.1,AnnaSophia Robb,38348,Sean McNamara,2011,,,,,,,,,,
75000000.0,Summit Entertainment,Germany,Paul W.S. Anderson,Action,20377913.0,The Three Musketeers,PG-13,2011-10-21,110,5.8,Logan Lerman,93671,Alex Litvak,2011,,,,,,,,,,
8000000.0,Summit Entertainment,USA,Jonathan Levine,Comedy,35014192.0,50/50,R,2011-09-30,100,7.7,Joseph Gordon-Levitt,285675,Will Reiser,2011,,,,,,,,,,
36000000.0,New Line Cinema,USA,Bobby Farrelly,Comedy,45060734.0,Hall Pass,R,2011-02-25,105,5.9,Owen Wilson,108256,Pete Jones,2011,,,,,,,,,,
0.0,Screen Australia,Australia,Julia Leigh,Drama,37710.0,Sleeping Beauty,NOT RATED,2011-12-02,101,5.3,Emily Browning,27413,Julia Leigh,2011,,,,,,,,,,
80000000.0,Warner Bros.,USA,Todd Phillips,Comedy,254464305.0,The Hangover Part II,R,2011-05-26,102,6.5,Bradley Cooper,402097,Craig Mazin,2011,,,,,,,,,,
200000000.0,Walt Disney Pictures,USA,John Lasseter,Animation,191452396.0,Cars 2,G,2011-06-24,106,6.2,Owen Wilson,116477,John Lasseter,2011,,,,,,,,,,
1100000.0,Pt. Merantau Films,Indonesia,Gareth Evans,Action,4105123.0,The Raid: Redemption,R,2012-04-13,101,7.6,Iko Uwais,160867,Gareth Evans,2011,,,,,,,,,,
0.0,Focus Features,UK,Cary Fukunaga,Drama,11242660.0,Jane Eyre,PG-13,2011-04-22,120,7.4,Mia Wasikowska,69029,Charlotte Bront�,2011,,,,,,,,,,
135000000.0,Columbia Pictures,USA,Steven Spielberg,Animation,77591831.0,The Adventures of Tintin,PG,2011-12-21,107,7.4,Jamie Bell,188070,Herg�,2011,,,,,,,,,,
40000000.0,EuropaCorp,France,Olivier Megaton,Action,36665854.0,Colombiana,PG-13,2011-08-26,108,6.4,Zoe Saldana,81197,Luc Besson,2011,,,,,,,,,,
49900000.0,Universal Pictures,USA,David Gordon Green,Adventure,21596445.0,Your Highness,R,2011-04-08,102,5.6,Danny McBride,89047,Danny McBride,2011,,,,,,,,,,
66000000.0,DreamWorks,USA,Steven Spielberg,Drama,79884879.0,War Horse,PG-13,2011-12-25,146,7.2,Jeremy Irvine,125204,Lee Hall,2011,,,,,,,,,,
0.0,Recorded Picture Company (RPC),UK,David Cronenberg,Biography,5702083.0,A Dangerous Method,R,2012-06-28,99,6.5,Michael Fassbender,86882,Christopher Hampton,2011,,,,,,,,,,
45000000.0,Universal Pictures,USA,Oliver Parker,Action,8305970.0,Johnny English Reborn,PG,2011-10-21,101,6.3,Rowan Atkinson,95736,Hamish McColl,2011,,,,,,,,,,
40000000.0,CBS Films,USA,Simon West,Action,29121498.0,The Mechanic,R,2011-01-28,93,6.6,Jason Statham,131571,Richard Wenk,2011,,,,,,,,,,
12500000.0,Columbia Pictures,USA,George Clooney,Drama,40962534.0,The Ides of March,R,2011-10-07,101,7.1,Paul Giamatti,198569,George Clooney,2011,,,,,,,,,,
15000000.0,Studio 37,France,Michel Hazanavicius,Comedy,44671682.0,The Artist,PG-13,2012-01-20,100,7.9,Jean Dujardin,202820,Michel Hazanavicius,2011,,,,,,,,,,
35000000.0,Imagine Entertainment,USA,Clint Eastwood,Biography,37306030.0,J. Edgar,R,2011-11-11,137,6.6,Leonardo DiCaprio,108929,Dustin Lance Black,2011,,,,,,,,,,
70000000.0,Columbia Pictures,USA,Jonathan Liebesman,Action,83552429.0,Battle Los Angeles,PG-13,2011-03-11,116,5.8,Aaron Eckhart,160672,Christopher Bertolini,2011,,,,,,,,,,
0.0,Goldcrest Pictures,USA,Gavin Wiesen,Drama,1429260.0,The Art of Getting By,PG-13,2011-06-17,83,6.6,Freddie Highmore,49820,Gavin Wiesen,2011,,,,,,,,,,
3500000.0,Before The Door Pictures,USA,J.C. Chandor,Drama,5354039.0,Margin Call,R,2012-09-21,107,7.1,Zachary Quinto,99567,J.C. Chandor,2011,,,,,,,,,,
30000000.0,DreamWorks,USA,Craig Gillespie,Comedy,18298649.0,Fright Night,R,2011-08-19,106,6.4,Anton Yelchin,89412,Marti Noxon,2011,,,,,,,,,,
90000000.0,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,143619809.0,Rio,G,2011-04-15,96,6.9,Jesse Eisenberg,177152,Carlos Saldanha,2011,,,,,,,,,,
0.0,Yellow Bird,Norway,Morten Tyldum,Crime,1196752.0,Headhunters,R,2011-08-26,96,7.6,Aksel Hennie,85380,Ulf Ryberg,2011,,,,,,,,,,
110000000.0,Columbia Pictures,USA,Raja Gosnell,Animation,142614158.0,The Smurfs,PG,2011-07-29,100,5.5,Hank Azaria,71925,J. David Stem,2011,,,,,,,,,,
250000.0,Paramount Vantage,USA,Drake Doremus,Drama,3413908.0,Like Crazy,PG-13,2012-01-27,86,6.7,Felicity Jones,51491,Drake Doremus,2011,,,,,,,,,,
13000000.0,StudioCanal,UK,Joe Cornish,Action,1024175.0,Attack the Block,R,2011-05-13,88,6.6,John Boyega,87579,Joe Cornish,2011,,,,,,,,,,
