name,month,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Indiana Jones and the Kingdom of the Crystal Skull,5,0,0,0,0,1,0,0,0,0,0,0,0
Forgetting Sarah Marshall,4,0,0,0,1,0,0,0,0,0,0,0,0
The Edge of Love,6,0,0,0,0,0,1,0,0,0,0,0,0
21,3,0,0,1,0,0,0,0,0,0,0,0,0
Zack and Miri Make a Porno,10,0,0,0,0,0,0,0,0,0,1,0,0
Be Kind Rewind,2,0,1,0,0,0,0,0,0,0,0,0,0
The Reader,1,1,0,0,0,0,0,0,0,0,0,0,0
Leatherheads,4,0,0,0,1,0,0,0,0,0,0,0,0
Appaloosa,10,0,0,0,0,0,0,0,0,0,1,0,0
Traitor,8,0,0,0,0,0,0,0,1,0,0,0,0
The Oxford Murders,7,0,0,0,0,0,0,1,0,0,0,0,0
Nim's Island,4,0,0,0,1,0,0,0,0,0,0,0,0
Nights in Rodanthe,9,0,0,0,0,0,0,0,0,1,0,0,0
The Duchess,10,0,0,0,0,0,0,0,0,0,1,0,0
Jumper,2,0,1,0,0,0,0,0,0,0,0,0,0
Nick and Norah's Infinite Playlist,10,0,0,0,0,0,0,0,0,0,1,0,0
Ni en tu casa ni en la m�a,11,0,0,0,0,0,0,0,0,0,0,1,0
The Women,9,0,0,0,0,0,0,0,0,1,0,0,0
"New York, I Love You",10,0,0,0,0,0,0,0,0,0,1,0,0
How to Lose Friends & Alienate People,10,0,0,0,0,0,0,0,0,0,1,0,0
What Happens in Vegas,5,0,0,0,0,1,0,0,0,0,0,0,0
Max Payne,10,0,0,0,0,0,0,0,0,0,1,0,0
Vantage Point,2,0,1,0,0,0,0,0,0,0,0,0,0
In Bruges,2,0,1,0,0,0,0,0,0,0,0,0,0
Miracle at St. Anna,9,0,0,0,0,0,0,0,0,1,0,0,0
Vicky Cristina Barcelona,8,0,0,0,0,0,0,0,1,0,0,0,0
Me and Orson Welles,12,0,0,0,0,0,0,0,0,0,0,0,1
Eagle Eye,9,0,0,0,0,0,0,0,0,1,0,0,0
What Just Happened,10,0,0,0,0,0,0,0,0,0,1,0,0
Punisher: War Zone,12,0,0,0,0,0,0,0,0,0,0,0,1
The Tale of Despereaux,12,0,0,0,0,0,0,0,0,0,0,0,1
Milk,1,1,0,0,0,0,0,0,0,0,0,0,0
Easy Virtue,6,0,0,0,0,0,1,0,0,0,0,0,0
RocknRolla,10,0,0,0,0,0,0,0,0,0,1,0,0
Prom Night,4,0,0,0,1,0,0,0,0,0,0,0,0
The House Bunny,8,0,0,0,0,0,0,0,1,0,0,0,0
Quarantine,10,0,0,0,0,0,0,0,0,0,1,0,0
Mad Money,1,1,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,6,0,0,0,0,0,1,0,0,0,0,0,0
Doubt,12,0,0,0,0,0,0,0,0,0,0,0,1
The Haunting of Molly Hartley,10,0,0,0,0,0,0,0,0,0,1,0,0
Pretty Ugly People,4,0,0,0,1,0,0,0,0,0,0,0,0
Saw V,10,0,0,0,0,0,0,0,0,0,1,0,0
Pride and Glory,10,0,0,0,0,0,0,0,0,0,1,0,0
Mirrors,8,0,0,0,0,0,0,0,1,0,0,0,0
Bottle Shock,9,0,0,0,0,0,0,0,0,1,0,0,0
Valkyrie,12,0,0,0,0,0,0,0,0,0,0,0,1
Dream Boy,12,0,0,0,0,0,0,0,0,0,0,0,1
Australia,11,0,0,0,0,0,0,0,0,0,0,1,0
The Sisterhood of the Traveling Pants 2,8,0,0,0,0,0,0,0,1,0,0,0,0
Drillbit Taylor,3,0,0,1,0,0,0,0,0,0,0,0,0
The Hottie & the Nottie,2,0,1,0,0,0,0,0,0,0,0,0,0
Quantum of Solace,11,0,0,0,0,0,0,0,0,0,0,1,0
Meet Dave,7,0,0,0,0,0,0,1,0,0,0,0,0
Doomsday,3,0,0,1,0,0,0,0,0,0,0,0,0
Babylon A.D.,8,0,0,0,0,0,0,0,1,0,0,0,0
Gran Torino,1,1,0,0,0,0,0,0,0,0,0,0,0
The Incredible Hulk,6,0,0,0,0,0,1,0,0,0,0,0,0
The Stoning of Soraya M.,5,0,0,0,0,1,0,0,0,0,0,0,0
Wanted,6,0,0,0,0,0,1,0,0,0,0,0,0
Red Cliff,12,0,0,0,0,0,0,0,0,0,0,0,1
The Informers,4,0,0,0,1,0,0,0,0,0,0,0,0
El libro m�gico,1,1,0,0,0,0,0,0,0,0,0,0,0
Body of Lies,10,0,0,0,0,0,0,0,0,0,1,0,0
"War, Inc.",6,0,0,0,0,0,1,0,0,0,0,0,0
Repo! The Genetic Opera,11,0,0,0,0,0,0,0,0,0,0,1,0
Baby Mama,4,0,0,0,1,0,0,0,0,0,0,0,0
El transportador 3,11,0,0,0,0,0,0,0,0,0,0,1,0
Redbelt,5,0,0,0,0,1,0,0,0,0,0,0,0
Elegy,8,0,0,0,0,0,0,0,1,0,0,0,0
Waltz with Bashir,7,0,0,0,0,0,0,1,0,0,0,0,0
The Spirit,12,0,0,0,0,0,0,0,0,0,0,0,1
Bolt,11,0,0,0,0,0,0,0,0,0,0,1,0
Righteous Kill,9,0,0,0,0,0,0,0,0,1,0,0,0
W.,10,0,0,0,0,0,0,0,0,0,1,0,0
WALL�E,6,0,0,0,0,0,1,0,0,0,0,0,0
Horton Hears a Who!,3,0,0,1,0,0,0,0,0,0,0,0,0
"Welcome Home, Roscoe Jenkins",2,0,1,0,0,0,0,0,0,0,0,0,0
Eden Lake,10,0,0,0,0,0,0,0,0,0,1,0,0
The Hurt Locker,7,0,0,0,0,0,0,1,0,0,0,0,0
Iron Man,5,0,0,0,0,1,0,0,0,0,0,0,0
Meet the Spartans,1,1,0,0,0,0,0,0,0,0,0,0,0
The Spiderwick Chronicles,2,0,1,0,0,0,0,0,0,0,0,0,0
Rachel Getting Married,11,0,0,0,0,0,0,0,0,0,0,1,0
The Strangers,5,0,0,0,0,1,0,0,0,0,0,0,0
Meet the Browns,3,0,0,1,0,0,0,0,0,0,0,0,0
Rambo 4: Regreso al Infierno,1,1,0,0,0,0,0,0,0,0,0,0,0
Revolutionary Road,1,1,0,0,0,0,0,0,0,0,0,0,0
Good Dick,10,0,0,0,0,0,0,0,0,0,1,0,0
The Happening,6,0,0,0,0,0,1,0,0,0,0,0,0
The Secret Life of Bees,10,0,0,0,0,0,0,0,0,0,1,0,0
Bangkok Dangerous,9,0,0,0,0,0,0,0,0,1,0,0,0
Bronson,3,0,0,1,0,0,0,0,0,0,0,0,0
Pineapple Express,8,0,0,0,0,0,0,0,1,0,0,0,0
Igor,9,0,0,0,0,0,0,0,0,1,0,0,0
The Good the Bad the Weird,7,0,0,0,0,0,0,1,0,0,0,0,0
The Love Guru,6,0,0,0,0,0,1,0,0,0,0,0,0
Slumdog Millionaire,12,0,0,0,0,0,0,0,0,0,0,0,1
"Definitely, Maybe",2,0,1,0,0,0,0,0,0,0,0,0,0
Defiance,1,1,0,0,0,0,0,0,0,0,0,0,0
Felon,7,0,0,0,0,0,0,1,0,0,0,0,0
Happy-Go-Lucky,11,0,0,0,0,0,0,0,0,0,0,1,0
Pathology,4,0,0,0,1,0,0,0,0,0,0,0,0
Deception,4,0,0,0,1,0,0,0,0,0,0,0,0
Made of Honor,5,0,0,0,0,1,0,0,0,0,0,0,0
The Ruins,4,0,0,0,1,0,0,0,0,0,0,0,0
Soul Men,11,0,0,0,0,0,0,0,0,0,0,1,0
Mesrine Part 1: Killer Instinct,10,0,0,0,0,0,0,0,0,0,1,0,0
Speed Racer,5,0,0,0,0,1,0,0,0,0,0,0,0
Madagascar: Escape 2 Africa,11,0,0,0,0,0,0,0,0,0,0,1,0
Burn After Reading,9,0,0,0,0,0,0,0,0,1,0,0,0
Un par nada ejemplar,11,0,0,0,0,0,0,0,0,0,0,1,0
Fireflies in the Garden,11,0,0,0,0,0,0,0,0,0,0,1,0
Fireproof,9,0,0,0,0,0,0,0,0,1,0,0,0
The Rocker,8,0,0,0,0,0,0,0,1,0,0,0,0
First Sunday,1,1,0,0,0,0,0,0,0,0,0,0,0
Harold & Kumar Escape from Guantanamo Bay,4,0,0,0,1,0,0,0,0,0,0,0,0
B�squeda implacable,1,1,0,0,0,0,0,0,0,0,0,0,0
Hancock,7,0,0,0,0,0,0,1,0,0,0,0,0
Mamma Mia!,7,0,0,0,0,0,0,1,0,0,0,0,0
Brideshead Revisited,8,0,0,0,0,0,0,0,1,0,0,0,0
Semi-Pro,2,0,1,0,0,0,0,0,0,0,0,0,0
Ponyo,8,0,0,0,0,0,0,0,1,0,0,0,0
Sex Drive,10,0,0,0,0,0,0,0,0,0,1,0,0
Untraceable,1,1,0,0,0,0,0,0,0,0,0,0,0
Miss Pettigrew Lives for a Day,3,0,0,1,0,0,0,0,0,0,0,0,0
Marley & Me,12,0,0,0,0,0,0,0,0,0,0,0,1
Sex and the City,5,0,0,0,0,1,0,0,0,0,0,0,0
Disaster Movie,8,0,0,0,0,0,0,0,1,0,0,0,0
Lakeview Terrace,9,0,0,0,0,0,0,0,0,1,0,0,0
Hamlet 2,8,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Punch,7,0,0,0,0,0,0,1,0,0,0,0,0
Shutter,3,0,0,1,0,0,0,0,0,0,0,0,0
Seven Pounds,12,0,0,0,0,0,0,0,0,0,0,0,1
Wild Child,11,0,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Order of the Phoenix,7,0,0,0,0,0,0,1,0,0,0,0,0
License to Wed,7,0,0,0,0,0,0,1,0,0,0,0,0
Michael Clayton,10,0,0,0,0,0,0,0,0,0,1,0,0
Gone Baby Gone,10,0,0,0,0,0,0,0,0,0,1,0,0
I Know Who Killed Me,7,0,0,0,0,0,0,1,0,0,0,0,0
Hot Fuzz,4,0,0,0,1,0,0,0,0,0,0,0,0
Ghost Rider,2,0,1,0,0,0,0,0,0,0,0,0,0
Halloween,8,0,0,0,0,0,0,0,1,0,0,0,0
Like Stars on Earth,12,0,0,0,0,0,0,0,0,0,0,0,1
Hounddog,1,1,0,0,0,0,0,0,0,0,0,0,0
Mongol: The Rise of Genghis Khan,7,0,0,0,0,0,0,1,0,0,0,0,0
Martian Child,11,0,0,0,0,0,0,0,0,0,0,1,0
Juno,12,0,0,0,0,0,0,0,0,0,0,0,1
I Now Pronounce You Chuck & Larry,7,0,0,0,0,0,0,1,0,0,0,0,0
La Vie en Rose,7,0,0,0,0,0,0,1,0,0,0,0,0
Mi mascota es un monstruo,12,0,0,0,0,0,0,0,0,0,0,0,1
Good Luck Chuck,9,0,0,0,0,0,0,0,0,1,0,0,0
Grindhouse,4,0,0,0,1,0,0,0,0,0,0,0,0
In the Valley of Elah,9,0,0,0,0,0,0,0,0,1,0,0,0
Lions for Lambs,11,0,0,0,0,0,0,0,0,0,0,1,0
Live Free or Die Hard,6,0,0,0,0,0,1,0,0,0,0,0,0
I Think I Love My Wife,3,0,0,1,0,0,0,0,0,0,0,0,0
Hannibal Rising,2,0,1,0,0,0,0,0,0,0,0,0,0
In the Land of Women,4,0,0,0,1,0,0,0,0,0,0,0,0
Knocked Up,6,0,0,0,0,0,1,0,0,0,0,0,0
Hitman - Agente 47,11,0,0,0,0,0,0,0,0,0,0,1,0
Love in the Time of Cholera,11,0,0,0,0,0,0,0,0,0,0,1,0
I Am Legend,12,0,0,0,0,0,0,0,0,0,0,0,1
Mr. Bean's Holiday,8,0,0,0,0,0,0,0,1,0,0,0,0
Mr. Brooks,6,0,0,0,0,0,1,0,0,0,0,0,0
Lars and the Real Girl,11,0,0,0,0,0,0,0,0,0,0,1,0
Meet the Robinsons,3,0,0,1,0,0,0,0,0,0,0,0,0
In the Name of the King: A Dungeon Siege Tale,1,1,0,0,0,0,0,0,0,0,0,0,0
Lucky You,5,0,0,0,0,1,0,0,0,0,0,0,0
"Lust, Caution",10,0,0,0,0,0,0,0,0,0,1,0,0
Margot at the Wedding,12,0,0,0,0,0,0,0,0,0,0,0,1
Hot Rod,8,0,0,0,0,0,0,0,1,0,0,0,0
Into the Wild,10,0,0,0,0,0,0,0,0,0,1,0,0
Mother of Tears,2,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Magorium's Wonder Emporium,11,0,0,0,0,0,0,0,0,0,0,1,0
Hostel: Part II,6,0,0,0,0,0,1,0,0,0,0,0,0
Mr. Woodcock,9,0,0,0,0,0,0,0,0,1,0,0,0
Mi historia sin mi,12,0,0,0,0,0,0,0,0,0,0,0,1
Stomp the Yard,1,1,0,0,0,0,0,0,0,0,0,0,0
Are We Done Yet?,4,0,0,0,1,0,0,0,0,0,0,0,0
Shrek the Third,5,0,0,0,0,1,0,0,0,0,0,0,0
The Invasion,8,0,0,0,0,0,0,0,1,0,0,0,0
The Hunting Party,9,0,0,0,0,0,0,0,0,1,0,0,0
Sex and Death 101,2,0,1,0,0,0,0,0,0,0,0,0,0
American Gangster,11,0,0,0,0,0,0,0,0,0,0,1,0
Disturbia,4,0,0,0,1,0,0,0,0,0,0,0,0
Shelter,4,0,0,0,1,0,0,0,0,0,0,0,0
Shoot 'Em Up,9,0,0,0,0,0,0,0,0,1,0,0,0
Boy A,9,0,0,0,0,0,0,0,0,1,0,0,0
Shooter,3,0,0,1,0,0,0,0,0,0,0,0,0
We Own the Night,10,0,0,0,0,0,0,0,0,0,1,0,0
Transformers,7,0,0,0,0,0,0,1,0,0,0,0,0
A Mighty Heart,6,0,0,0,0,0,1,0,0,0,0,0,0
Diary of the Dead,2,0,1,0,0,0,0,0,0,0,0,0,0
The Hills Have Eyes II,3,0,0,1,0,0,0,0,0,0,0,0,0
War,8,0,0,0,0,0,0,0,1,0,0,0,0
Bratz,8,0,0,0,0,0,0,0,1,0,0,0,0
Descent,4,0,0,0,1,0,0,0,0,0,0,0,0
Sleuth,1,1,0,0,0,0,0,0,0,0,0,0,0
Breach,2,0,1,0,0,0,0,0,0,0,0,0,0
Smiley Face,1,1,0,0,0,0,0,0,0,0,0,0,0
The Invisible,4,0,0,0,1,0,0,0,0,0,0,0,0
Saw IV,10,0,0,0,0,0,0,0,0,0,1,0,0
Snow Angels,9,0,0,0,0,0,0,0,0,1,0,0,0
Rogue,9,0,0,0,0,0,0,0,0,1,0,0,0
Reservation Road,8,0,0,0,0,0,0,0,1,0,0,0,0
Resident Evil: Extinction,9,0,0,0,0,0,0,0,0,1,0,0,0
Retrato de amor,9,0,0,0,0,0,0,0,0,1,0,0,0
El asesino de John Lennon,8,0,0,0,0,0,0,0,1,0,0,0,0
The Last Mimzy,3,0,0,1,0,0,0,0,0,0,0,0,0
Rewind,2,0,1,0,0,0,0,0,0,0,0,0,0
The Last Legion,8,0,0,0,0,0,0,0,1,0,0,0,0
88 Minutes,4,0,0,0,1,0,0,0,0,0,0,0,0
Rocket Science,9,0,0,0,0,0,0,0,0,1,0,0,0
Eastern Promises,9,0,0,0,0,0,0,0,0,1,0,0,0
Eagle vs Shark,8,0,0,0,0,0,0,0,1,0,0,0,0
The Jane Austen Book Club,10,0,0,0,0,0,0,0,0,0,1,0,0
Blades of Glory,3,0,0,1,0,0,0,0,0,0,0,0,0
Wind Chill,8,0,0,0,0,0,0,0,1,0,0,0,0
"Run, Fatboy, Run",3,0,0,1,0,0,0,0,0,0,0,0,0
The Kite Runner,1,1,0,0,0,0,0,0,0,0,0,0,0
Rush Hour 3,8,0,0,0,0,0,0,0,1,0,0,0,0
Wild Hogs,3,0,0,1,0,0,0,0,0,0,0,0,0
Why Did I Get Married?,10,0,0,0,0,0,0,0,0,0,1,0,0
Dragon Wars: D-War,9,0,0,0,0,0,0,0,0,1,0,0,0
Blood and Chocolate,1,1,0,0,0,0,0,0,0,0,0,0,0
The Heartbreak Kid,10,0,0,0,0,0,0,0,0,0,1,0,0
Son of Rambow,5,0,0,0,0,1,0,0,0,0,0,0,0
Reno 911!: Miami,2,0,1,0,0,0,0,0,0,0,0,0,0
The Assassination of Jesse James by the Coward Robert Ford,10,0,0,0,0,0,0,0,0,0,1,0,0
Talk to Me,8,0,0,0,0,0,0,0,1,0,0,0,0
The Diving Bell and the Butterfly,2,0,1,0,0,0,0,0,0,0,0,0,0
Cassandra's Dream,1,1,0,0,0,0,0,0,0,0,0,0,0
Vacancy,4,0,0,0,1,0,0,0,0,0,0,0,0
Teeth,4,0,0,0,1,0,0,0,0,0,0,0,0
Un verano para toda la vida,11,0,0,0,0,0,0,0,0,0,0,1,0
Across the Universe,10,0,0,0,0,0,0,0,0,0,1,0,0
Control,4,0,0,0,1,0,0,0,0,0,0,0,0
The Air I Breathe,10,0,0,0,0,0,0,0,0,0,1,0,0
The Darjeeling Limited,10,0,0,0,0,0,0,0,0,0,1,0,0
Charlie Bartlett,2,0,1,0,0,0,0,0,0,0,0,0,0
TMNT: Las Tortugas Ninja,3,0,0,1,0,0,0,0,0,0,0,0,0
Charlie Wilson's War,12,0,0,0,0,0,0,0,0,0,0,0,1
The Babysitters,5,0,0,0,0,1,0,0,0,0,0,0,0
The Counterfeiters,4,0,0,0,1,0,0,0,0,0,0,0,0
The Condemned,4,0,0,0,1,0,0,0,0,0,0,0,0
The Bourne Ultimatum,8,0,0,0,0,0,0,0,1,0,0,0,0
The Brave One,9,0,0,0,0,0,0,0,0,1,0,0,0
The Comebacks,10,0,0,0,0,0,0,0,0,0,1,0,0
Underdog,8,0,0,0,0,0,0,0,1,0,0,0,0
The Bucket List,1,1,0,0,0,0,0,0,0,0,0,0,0
Under the Same Moon,4,0,0,0,1,0,0,0,0,0,0,0,0
Crimen sin perd�n,4,0,0,0,1,0,0,0,0,0,0,0,0
Sydney White,9,0,0,0,0,0,0,0,0,1,0,0,0
Bridge to Terabithia,2,0,1,0,0,0,0,0,0,0,0,0,0
The Great Debaters,12,0,0,0,0,0,0,0,0,0,0,0,1
Alvin and the Chipmunks,12,0,0,0,0,0,0,0,0,0,0,0,1
Death Sentence,8,0,0,0,0,0,0,0,1,0,0,0,0
Spider-Man 3,5,0,0,0,0,1,0,0,0,0,0,0,0
Dead Silence,3,0,0,1,0,0,0,0,0,0,0,0,0
Walk Hard: The Dewey Cox Story,12,0,0,0,0,0,0,0,0,0,0,0,1
Waitress,5,0,0,0,0,1,0,0,0,0,0,0,0
Stardust,8,0,0,0,0,0,0,0,1,0,0,0,0
The Golden Compass,12,0,0,0,0,0,0,0,0,0,0,0,1
Sweeney Todd: The Demon Barber of Fleet Street,12,0,0,0,0,0,0,0,0,0,0,0,1
The Game Plan,9,0,0,0,0,0,0,0,0,1,0,0,0
Dan in Real Life,10,0,0,0,0,0,0,0,0,0,1,0,0
Daddy's Little Girls,2,0,1,0,0,0,0,0,0,0,0,0,0
Sukiyaki Western Django,9,0,0,0,0,0,0,0,0,1,0,0,0
Superbad,8,0,0,0,0,0,0,0,1,0,0,0,0
Aliens vs. Predator: Requiem,12,0,0,0,0,0,0,0,0,0,0,0,1
Captivity,7,0,0,0,0,0,0,1,0,0,0,0,0
Surf's Up,6,0,0,0,0,0,1,0,0,0,0,0,0
The Kingdom,9,0,0,0,0,0,0,0,0,1,0,0,0
Rendition,10,0,0,0,0,0,0,0,0,0,1,0,0
P2,11,0,0,0,0,0,0,0,0,0,0,1,0
Balls of Fury,8,0,0,0,0,0,0,0,1,0,0,0,0
The Savages,2,0,1,0,0,0,0,0,0,0,0,0,0
2 Days in Paris,8,0,0,0,0,0,0,0,1,0,0,0,0
Paranormal Activity,10,0,0,0,0,0,0,0,0,0,1,0,0
Pathfinder,4,0,0,0,1,0,0,0,0,0,0,0,0
Reign Over Me,3,0,0,1,0,0,0,0,0,0,0,0,0
Battle in Seattle,5,0,0,0,0,1,0,0,0,0,0,0,0
The Reaping,4,0,0,0,1,0,0,0,0,0,0,0,0
Perfect Stranger,4,0,0,0,1,0,0,0,0,0,0,0,0
Pers�polis,2,0,1,0,0,0,0,0,0,0,0,0,0
Then She Found Me,5,0,0,0,0,1,0,0,0,0,0,0,0
There Will Be Blood,1,1,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: At World's End,5,0,0,0,0,1,0,0,0,0,0,0,0
Because I Said So,2,0,1,0,0,0,0,0,0,0,0,0,0
Things We Lost in the Fire,10,0,0,0,0,0,0,0,0,0,1,0,0
Fantastic 4: Rise of the Silver Surfer,6,0,0,0,0,0,1,0,0,0,0,0,0
Becoming Jane,8,0,0,0,0,0,0,0,1,0,0,0,0
Bee Movie,11,0,0,0,0,0,0,0,0,0,0,1,0
Postal,10,0,0,0,0,0,0,0,0,0,1,0,0
Before the Devil Knows You're Dead,10,0,0,0,0,0,0,0,0,0,1,0,0
P.S. I Love You,12,0,0,0,0,0,0,0,0,0,0,0,1
Premonition,3,0,0,1,0,0,0,0,0,0,0,0,0
The Seeker: The Dark Is Rising,10,0,0,0,0,0,0,0,0,0,1,0,0
Music and Lyrics,2,0,1,0,0,0,0,0,0,0,0,0,0
The Visitor,5,0,0,0,0,1,0,0,0,0,0,0,0
Georgia Rule,5,0,0,0,0,1,0,0,0,0,0,0,0
Nancy Drew,6,0,0,0,0,0,1,0,0,0,0,0,0
Atonement,1,1,0,0,0,0,0,0,0,0,0,0,0
National Treasure: Book of Secrets,12,0,0,0,0,0,0,0,0,0,0,0,1
August Rush,11,0,0,0,0,0,0,0,0,0,0,1,0
Funny Games,9,0,0,0,0,0,0,0,0,1,0,0,0
Next,4,0,0,0,1,0,0,0,0,0,0,0,0
Awake,11,0,0,0,0,0,0,0,0,0,0,1,0
1408,6,0,0,0,0,0,1,0,0,0,0,0,0
No Country for Old Men,11,0,0,0,0,0,0,0,0,0,0,1,0
No Reservations,7,0,0,0,0,0,0,1,0,0,0,0,0
Fred Claus,11,0,0,0,0,0,0,0,0,0,0,1,0
Noches p�rpuras,4,0,0,0,1,0,0,0,0,0,0,0,0
Norbit,2,0,1,0,0,0,0,0,0,0,0,0,0
Fracture,4,0,0,0,1,0,0,0,0,0,0,0,0
Ocean's Thirteen,6,0,0,0,0,0,1,0,0,0,0,0,0
Zodiac,3,0,0,1,0,0,0,0,0,0,0,0,0
Once,6,0,0,0,0,0,1,0,0,0,0,0,0
The Simpsons Movie,7,0,0,0,0,0,0,1,0,0,0,0,0
This Christmas,11,0,0,0,0,0,0,0,0,0,0,1,0
Feast of Love,9,0,0,0,0,0,0,0,0,1,0,0,0
The Nines,11,0,0,0,0,0,0,0,0,0,0,1,0
Redline,4,0,0,0,1,0,0,0,0,0,0,0,0
Towelhead,9,0,0,0,0,0,0,0,0,1,0,0,0
The Lookout,3,0,0,1,0,0,0,0,0,0,0,0,0
3:10 to Yuma,9,0,0,0,0,0,0,0,0,1,0,0,0
Enchanted,11,0,0,0,0,0,0,0,0,0,0,1,0
Timber Falls,5,0,0,0,0,1,0,0,0,0,0,0,0
30 Days of Night,10,0,0,0,0,0,0,0,0,0,1,0,0
Escritores de la libertad,1,1,0,0,0,0,0,0,0,0,0,0,0
Beowulf,11,0,0,0,0,0,0,0,0,0,0,1,0
Evan Almighty,6,0,0,0,0,0,1,0,0,0,0,0,0
The Number 23,2,0,1,0,0,0,0,0,0,0,0,0,0
The Mist,11,0,0,0,0,0,0,0,0,0,0,1,0
Evening,6,0,0,0,0,0,1,0,0,0,0,0,0
28 Weeks Later,5,0,0,0,0,1,0,0,0,0,0,0,0
Ratatouille,6,0,0,0,0,0,1,0,0,0,0,0,0
The Nanny Diaries,8,0,0,0,0,0,0,0,1,0,0,0,0
Youth Without Youth,10,0,0,0,0,0,0,0,0,0,1,0,0
Epic Movie,1,1,0,0,0,0,0,0,0,0,0,0,0
The Messengers,2,0,1,0,0,0,0,0,0,0,0,0,0
The Orphanage,1,1,0,0,0,0,0,0,0,0,0,0,0
Elizabeth: The Golden Age,10,0,0,0,0,0,0,0,0,0,1,0,0
The Marine,10,0,0,0,0,0,0,0,0,0,1,0,0
Apocalypto,12,0,0,0,0,0,0,0,0,0,0,0,1
Ultraviolet,3,0,0,1,0,0,0,0,0,0,0,0,0
The Wicker Man,9,0,0,0,0,0,0,0,0,1,0,0,0
Just My Luck,5,0,0,0,0,1,0,0,0,0,0,0,0
John Tucker Must Die,7,0,0,0,0,0,0,1,0,0,0,0,0
Cars,6,0,0,0,0,0,1,0,0,0,0,0,0
Big Momma's House 2,1,1,0,0,0,0,0,0,0,0,0,0,0
Aquamarine,3,0,0,1,0,0,0,0,0,0,0,0,0
The Last Kiss,9,0,0,0,0,0,0,0,0,1,0,0,0
Casino Royale,11,0,0,0,0,0,0,0,0,0,0,1,0
Babel,11,0,0,0,0,0,0,0,0,0,0,1,0
Ice Age: The Meltdown,3,0,0,1,0,0,0,0,0,0,0,0,0
Catch and Release,1,1,0,0,0,0,0,0,0,0,0,0,0
Cashback,4,0,0,0,1,0,0,0,0,0,0,0,0
The Last King of Scotland,1,1,0,0,0,0,0,0,0,0,0,0,0
Lejos de ella,5,0,0,0,0,1,0,0,0,0,0,0,0
Behind the Mask: The Rise of Leslie Vernon,10,0,0,0,0,0,0,0,0,0,1,0,0
The Devil Wears Prada,6,0,0,0,0,0,1,0,0,0,0,0,0
Unaccompanied Minors,12,0,0,0,0,0,0,0,0,0,0,0,1
Black Book,5,0,0,0,0,1,0,0,0,0,0,0,0
Arthur and the Invisibles,1,1,0,0,0,0,0,0,0,0,0,0,0
The Unknown Woman,11,0,0,0,0,0,0,0,0,0,0,1,0
The Ultimate Gift,3,0,0,1,0,0,0,0,0,0,0,0,0
Black Christmas,12,0,0,0,0,0,0,0,0,0,0,0,1
Idiocracy,1,1,0,0,0,0,0,0,0,0,0,0,0
The Covenant,9,0,0,0,0,0,0,0,0,1,0,0,0
Charlotte's Web,12,0,0,0,0,0,0,0,0,0,0,0,1
The Departed,10,0,0,0,0,0,0,0,0,0,1,0,0
The Lives of Others,3,0,0,1,0,0,0,0,0,0,0,0,0
The Da Vinci Code,5,0,0,0,0,1,0,0,0,0,0,0,0
Black Snake Moan,3,0,0,1,0,0,0,0,0,0,0,0,0
The Texas Chainsaw Massacre: The Beginning,10,0,0,0,0,0,0,0,0,0,1,0,0
The Dead Girl,4,0,0,0,1,0,0,0,0,0,0,0,0
Letters from Iwo Jima,2,0,1,0,0,0,0,0,0,0,0,0,0
Amores asesinos,7,0,0,0,0,0,0,1,0,0,0,0,0
Let's Go to Prison,11,0,0,0,0,0,0,0,0,0,0,1,0
Alex Rider: Operation Stormbreaker,10,0,0,0,0,0,0,0,0,0,1,0,0
Candy,5,0,0,0,0,1,0,0,0,0,0,0,0
Last Holiday,1,1,0,0,0,0,0,0,0,0,0,0,0
Hollywoodland,9,0,0,0,0,0,0,0,0,1,0,0,0
The Queen,11,0,0,0,0,0,0,0,0,0,0,1,0
Breaking and Entering,1,1,0,0,0,0,0,0,0,0,0,0,0
The Pursuit of Happyness,12,0,0,0,0,0,0,0,0,0,0,0,1
La Granja,8,0,0,0,0,0,0,0,1,0,0,0,0
Hombre lobo,8,0,0,0,0,0,0,0,1,0,0,0,0
The Omen,6,0,0,0,0,0,1,0,0,0,0,0,0
The Hills Have Eyes,3,0,0,1,0,0,0,0,0,0,0,0,0
Bobby,11,0,0,0,0,0,0,0,0,0,0,1,0
The History Boys,12,0,0,0,0,0,0,0,0,0,0,0,1
Tristan + Isolde,1,1,0,0,0,0,0,0,0,0,0,0,0
The Illusionist,9,0,0,0,0,0,0,0,0,1,0,0,0
The Prestige,10,0,0,0,0,0,0,0,0,0,1,0,0
Beerfest,8,0,0,0,0,0,0,0,1,0,0,0,0
The Pink Panther,2,0,1,0,0,0,0,0,0,0,0,0,0
Amazing Grace,2,0,1,0,0,0,0,0,0,0,0,0,0
The Holiday,12,0,0,0,0,0,0,0,0,0,0,0,1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,11,0,0,0,0,0,0,0,0,0,0,1,0
